Ecoregion,Longitude,Latitude,Time,BIO 11,BIO 15,BIO 6
CCV,-122.05822338900,39.05728965740,2050,99,93,34
CCV,-119.46301078400,36.72527491900,2050,103,86,43
CCV,-120.42826639800,45.75030431250,2050,46,72,-1
CCV,-121.05531520400,38.50532302380,2050,104,88,48
CCV,-117.73284866200,34.29876798120,2050,84,87,14
CCV,-120.56635535900,35.84087338880,2050,97,92,15
CCV,-119.52440943800,37.10845212050,2050,87,84,20
CCV,-117.98613772400,36.05737655270,2050,72,73,-1
CCV,-118.48765780100,34.74803446890,2050,97,89,37
CCV,-119.11979142900,34.83119868120,2050,32,83,-19
CCV,-120.65030129700,46.48928546900,2050,16,69,-39
CCV,-118.07557839100,36.23250685570,2050,32,68,-30
CCV,-120.84119230300,36.47828365450,2050,77,84,6
CCV,-121.10146078700,36.04747278310,2050,98,90,17
CCV,-120.32583452400,37.76188658040,2050,92,84,26
CCV,-120.40594881300,35.66600581910,2050,103,94,19
CCV,-120.26921571600,35.85127933100,2050,94,88,15
CCV,-117.85841994800,35.91673587680,2050,82,72,7
CCV,-120.57474400200,35.55340717860,2050,106,95,22
CCV,-119.92043889100,35.60302427220,2080,113,87,30
CCV,-118.30587972600,35.41187798340,2080,51,76,-7
CCV,-119.16890631600,36.66976874060,2080,112,84,49
CCV,-122.57064253600,38.98637352480,2080,94,96,19
CCV,-120.77808418500,46.70605471550,2080,20,73,-34
CCV,-119.61202831100,34.78136817410,2080,89,90,29
CCV,-118.15865304600,34.44560741530,2080,102,85,34
CCV,-119.05382419500,36.44175471190,2080,119,84,50
CCV,-119.74632241900,35.11754042380,2080,108,89,34
CCV,-121.06286161700,37.56723524330,2080,114,90,53
CCV,-117.90599046100,36.12989750220,2080,71,75,0
CCV,-121.61834569400,38.56889334470,2080,111,93,55
CCV,-119.95745255300,36.80369825810,2080,111,84,47
CCV,-118.59886861800,35.32609938150,2080,110,79,35
CCV,-118.96268145900,34.90097513500,2080,92,82,33
CCV,-119.86504772500,35.34557070590,2080,92,87,22
CCV,-120.58129518300,37.68750012250,2080,112,87,50
CCV,-121.67538294100,37.61077819040,2080,112,92,50
CCV,-121.95090587100,38.38090757220,2080,112,99,49
CCV,-120.86128468600,37.58902160190,2080,113,88,53
CCV,-119.04485472600,36.33900208870,2080,121,84,51
CCV,-118.00938542800,36.41010113570,2080,89,84,8
CCV,-121.18511111100,36.46121241040,2080,105,89,25
CCV,-120.75912690400,38.09982733580,2080,108,85,47
CCV,-120.67468656000,46.33798356680,2080,39,76,-16
CCV,-122.08302075500,39.54135852320,2080,111,90,48
CCV,-121.96221888000,39.67085334340,2080,111,88,48
CCV,-121.08753901900,37.01235781780,2080,109,88,40
CCV,-117.87522611300,36.18682109240,2080,76,78,3
CCV,-118.23287846100,36.10116965680,2080,25,69,-33
CCV,-120.47501184200,46.36791891890,2080,41,69,-15
CCV,-121.54969429900,39.31972028490,2080,113,91,52
CCV,-121.26784663200,37.47655292410,2080,107,88,44
CCV,-119.71673253300,36.85600667610,2080,113,85,50
CCV,-120.32490986900,37.40411950830,2080,110,86,48
CCV,-121.08697348900,45.18593505470,2080,58,77,0
CCV,-118.82383822200,36.24768264500,2080,112,82,38
CCV,-118.59477455400,34.80604745880,2080,107,86,43
CCV,-119.01362555100,34.69546920150,2080,83,87,30
CCV,-121.49408549100,37.31877728430,2080,103,88,43
CCV,-118.88344535000,36.25268093540,2080,107,83,34
CCV,-121.52115589900,37.82194586240,2080,111,93,50
CCV,-119.82180821100,39.29528997770,2080,39,72,-43
CCV,-122.08387058700,39.22134695900,2080,109,93,45
CCV,-121.48966884500,37.29295638520,2080,105,88,43
CCV,-118.18182466800,34.55568967430,2080,100,87,32
CCV,-119.90190210900,35.23484927910,2080,109,89,31
CCV,-117.85472801200,34.43599561900,2080,90,86,21
CCV,-117.74173226900,34.51405327240,2080,101,87,27
CCV,-120.83610273000,46.41100194380,2080,34,79,-20
CCV,-121.40964548300,38.10317445120,2080,109,91,49
CCV,-120.53871295800,35.73797919530,2080,111,95,23
CCV,-118.65936437400,35.07353149110,2080,94,77,30
CCV,-121.66995624600,37.38238091260,2080,109,89,48
CCV,-122.08286965900,38.77181815300,2080,108,97,41
CCV,-121.11456748400,38.53338760370,2080,114,90,57
CCV,-120.07657965300,35.71156877900,2080,110,89,27
CCV,-119.02248964800,34.63577433630,2080,70,86,19
CCV,-119.94897761100,35.10270461250,2080,104,89,31
CCV,-120.94815901900,36.30155673630,2080,109,92,22
CCV,-118.66691377000,36.73378853070,2080,31,75,-29
CCV,-118.13653990400,35.60538182800,2080,52,73,-7
CCV,-120.08991655300,36.04861057310,2080,116,88,41
CCV,-118.52240967100,37.43170004380,2080,62,81,-26
CCV,-118.79776113900,36.82267143970,2080,62,80,-6
CCV,-120.40155003700,37.29566035020,2080,111,88,49
CCV,-118.19322745100,35.48072287100,2080,87,75,19
CCV,-118.43319894800,34.80217474350,2080,109,91,39
CCV,-121.12129424600,37.22603673300,2080,112,91,47
CCV,-120.43458572700,46.27802063000,2080,36,69,-18
CCV,-118.38432923400,36.21907617610,2080,27,71,-31
CCV,-121.67737429300,39.28524653000,2080,114,90,53
CCV,-119.48563197900,36.25491867670,2080,112,85,45
CCV,-120.92277437200,38.32127838180,2080,114,86,56
CCV,-121.56302380300,38.33530611500,2080,110,93,53
CCV,-120.53502163500,46.41100358660,2080,39,70,-18
CCV,-122.54077162200,38.94250835160,2080,91,94,23
CCV,-120.23731045500,37.38863857020,2080,109,87,45
CCV,-118.71912600600,35.44496358950,2080,102,79,29
CCV,-122.53458047400,39.41434067940,2080,101,99,26
CCV,-119.93244304200,35.49459794910,2080,105,86,25
CCV,-118.42969946100,35.00470370640,2080,61,79,5
CCV,-118.38940381100,35.04052098550,2080,82,76,22
CCV,-120.98486422300,38.34289932690,2080,113,88,56
CCV,-122.60407696900,39.43912178460,2080,96,97,21
CCV,-117.99519390000,35.76618883430,2080,47,71,-13
CCV,-121.90306513700,37.64831795400,2080,118,93,58
CCV,-122.50132785100,39.62348893590,2080,100,92,29
CCV,-121.63179499800,37.91507237320,2080,110,93,49
CCV,-119.49713518900,34.63795185020,2080,98,92,38
CCV,-122.40390274900,39.43955544080,2080,105,95,35
CCV,-118.39272413400,34.88898012000,2080,106,90,36
CCV,-122.02313484400,39.35015312500,2080,109,90,46
CCV,-119.83785889500,37.33354471920,2080,102,86,34
CCV,-118.59270098800,37.27600722390,2080,19,73,-47
CCV,-122.21908059400,39.69904629560,2080,112,89,50
CCV,-119.18418348200,36.59081102500,2080,111,84,47
CCV,-122.65472242400,39.68394091380,2080,97,92,25
CCV,-119.75348738500,37.07788764960,2080,109,85,44
CCV,-118.54893289100,35.77195422980,2080,67,79,5
CCV,-120.60927217900,37.92428745610,2080,109,86,45
CCV,-121.16994670100,38.70803574080,2080,114,87,58
CCV,-121.12686181600,36.04785451520,2080,108,93,24
CCV,-118.35796136300,35.57412150950,2080,67,77,5
CCV,-119.40105682800,36.99613716960,2080,109,85,45
CCV,-121.25172547000,36.14990587230,2080,112,94,30
CCV,-119.97416834200,36.64158703320,2080,112,85,47
CCV,-118.90019595100,36.28294410680,2080,116,83,43
CCV,-119.77263451600,39.01092154550,2080,42,79,-43
CCV,-122.18684820800,39.51026261860,2080,111,91,47
CCV,-122.61463499800,39.63254049320,2080,96,93,24
CCV,-117.87778937100,36.51046487840,2080,82,79,1
CCV,-121.22251272800,37.68146293570,2080,113,90,53
CCV,-118.62313989400,35.81242181510,2080,68,79,6
CCV,-118.86027336000,34.48219201930,2080,95,89,42
CCV,-120.69695085400,47.03048929690,2080,15,72,-40
CCV,-117.99507958200,36.22523648810,2080,83,83,7
CCV,-121.85220994600,37.83635616200,2080,114,91,58
CCV,-121.49729691100,37.43996714080,2080,102,86,44
CCV,-121.31203254400,38.99707874350,2080,112,92,54
CCV,-121.94047926700,38.31353912670,2080,113,100,53
CCV,-117.46357894900,34.46005085490,2080,100,81,25
CCV,-119.81478486600,37.19796016910,2080,108,86,42
CCV,-119.52329346800,35.04304255440,2080,106,88,35
CCV,-121.20927590900,38.21891754990,2080,110,87,53
CCV,-120.56335751000,37.32686275070,2080,112,91,53
CCV,-121.38820880800,38.49250594530,2080,112,93,58
CCV,-118.75077068900,35.87908152870,2080,98,81,25
CCV,-119.60784435700,34.82017194570,2080,83,89,24
CCV,-120.50724458400,45.72960254650,2080,52,75,2
CCV,-118.53181399000,36.77554865690,2080,23,72,-38
CCV,-118.00155698200,35.89900259440,2080,50,70,-12
CCV,-121.48972571800,38.60810707120,2080,112,92,59
CCV,-120.86412853200,36.29111708150,2080,109,93,23
CCV,-121.75119249800,39.03687206320,2080,113,91,52
CCV,-118.33157548900,34.61307248470,2080,94,86,34
CCV,-117.95478787300,35.63956254920,2080,87,74,19
CCV,-120.05714330100,35.06776538620,2080,106,91,33
CCV,-121.08395883900,38.59331193710,2080,113,90,57
CCV,-120.56940218000,36.44572556880,2080,95,85,15
CCV,-120.76078114000,45.58883828130,2080,45,75,-7
CCV,-120.37006065100,36.22933138390,2080,110,89,33
CCV,-118.49619676800,34.61322597560,2080,105,91,45
CCV,-120.69628621200,37.60205833620,2080,113,88,53
CCV,-119.95962811500,35.43706984070,2080,95,87,22
CCV,-120.82080437400,46.38875981680,2080,33,79,-20
CCV,-121.60651570400,39.17130293830,2080,116,91,56
CCV,-118.49509968000,34.68424446520,2080,88,85,32
CCV,-121.87693318800,38.33135981440,2080,112,99,53
CCV,-120.65556171400,37.23136622580,2080,112,90,51
CCV,-122.20623826200,39.65559728750,2080,112,88,49
CCV,-119.20429944400,34.58080316520,2080,98,91,40
CCV,-121.81881662200,39.51295074100,2080,112,89,50
CCV,-118.21581925000,35.53946639460,2080,99,79,24
CCV,-120.47894386200,37.45058509150,2080,110,89,50
CCV,-119.21794847900,36.48501737630,2080,117,85,51
CCV,-121.79265848000,39.15814857860,2080,113,91,51
CCV,-121.48804062900,37.33768782120,2080,105,88,44
CCV,-118.30410803300,34.61534809860,2080,101,90,37
CCV,-118.57539263600,37.29718357540,2080,28,73,-42
CCV,-121.79669214800,38.51401359970,2080,110,96,53
CCV,-120.65747611600,36.14430117680,2080,92,87,8
CCV,-117.86181012200,35.91536228960,2080,92,76,17
CCV,-121.42737100900,37.02711349110,2080,113,92,43
CCV,-121.37662462500,38.75900968940,2080,114,93,61
CCV,-120.10952488800,35.47338186690,2080,103,89,24
CCV,-120.94928802000,37.07306368560,2080,114,90,50
CCV,-120.75338281800,37.08990037100,2080,113,88,49
CCV,-121.59438157300,37.23657162020,2080,105,89,44
CCV,-121.37711287500,39.02822264710,2080,111,92,54
CCV,-117.93349257700,35.92374584990,2080,54,69,-9
CCV,-120.65594668200,35.85358574050,2080,111,97,23
CCV,-121.08391892900,45.58157749270,2080,53,90,-2
CCV,-118.36048155200,35.90173428980,2080,35,72,-24
CCV,-121.09942379600,38.56407101560,2080,114,90,58
CCV,-119.90524073700,37.32831707130,2080,105,86,39
CCV,-120.59753380200,45.65912962120,2080,46,73,-4
CCV,-119.28658099700,36.58888298510,2080,114,85,48
CCV,-121.94820271500,38.53622484440,2080,113,98,51
CCV,-119.84460764800,37.37408344570,2080,102,86,34
CCV,-121.19378486000,37.91902005620,2080,112,88,55
CCV,-120.21995745400,37.23301283460,2080,111,87,47
CCV,-117.55510976800,34.51695018450,2080,101,85,27
CCV,-119.42633830100,36.18608638040,2080,113,85,46
CCV,-121.68271143000,38.02271586920,2080,109,93,49
CCV,-119.76172823700,34.88848362790,2080,93,90,29
CCV,-120.57176180100,36.03877108970,2080,94,88,10
CCV,-120.65843351800,37.50123724480,2080,112,89,54
CCV,-120.35569908800,36.29925113520,2080,103,85,25
CCV,-118.58844038800,35.73750520130,2080,80,79,13
CCV,-119.56698014900,37.13072898470,2080,107,86,42
CCV,-118.58985279200,37.48783022050,2080,51,80,-33
CCV,-121.13999829800,36.04968098310,2080,108,93,25
CCV,-118.30818658000,35.29928194120,2080,84,75,19
CCV,-120.61955195600,37.10129050710,2080,113,89,48
CCV,-111.45519166100,35.77114063680,2080,62,88,-19
CCV,-120.69598638300,46.50984036750,2080,22,73,-31
CCV,-118.82445712200,34.67672553910,2080,105,89,44
CCV,-120.77667407500,45.85974323370,2080,32,79,-17
CCV,-121.04483010300,37.65694858830,2080,114,89,54
CCV,-118.09370769800,34.30774744420,2080,101,87,34
CCV,-121.21569453600,38.74354687670,2080,114,88,59
CCV,-121.18073494100,37.06801047370,2080,113,93,47
CCV,-118.53719454300,34.32499059990,2080,121,92,55
CCV,-118.69386037200,34.94344143150,2080,77,80,23
CCV,-119.20847043200,36.15768013510,2080,116,83,47
CCV,-121.83065532500,37.80272598040,2080,114,91,55
CCV,-120.44048104800,40.27841887660,2080,43,76,-26
CCV,-120.85801008000,37.82135597100,2080,113,88,53
CCV,-120.23834239800,37.04769104860,2080,110,85,46
CCV,-120.32494581300,45.77569834270,2080,45,70,-3
CCV,-119.34949438000,34.57414201360,2080,77,88,23
CCV,-121.54689877100,38.74432347810,2080,113,92,57
CCV,-120.57583473100,46.22176275740,2080,28,73,-24
CCV,-118.07398668500,34.50885973020,2080,97,86,28
CCV,-121.39573934900,37.28970072790,2080,107,89,43
CCV,-121.58645834800,39.01174734740,2080,114,91,55
CCV,-118.65441591700,36.16173556490,2080,72,80,6
CCV,-118.09285999100,34.40681218220,2080,78,87,14
CCV,-119.37935720800,36.35852023110,2080,114,85,49
CCV,-121.13013200400,38.26910974050,2080,112,87,56
CCV,-120.73798790100,46.59670367420,2080,26,72,-29
CCV,-118.06393625400,36.44324958820,2080,60,75,-11
CCV,-118.24758840500,34.33174794670,2080,107,87,41
CCV,-119.68779766500,39.14071812680,2080,38,69,-44
CCV,-120.86633422600,46.48368373720,2080,23,79,-28
CCV,-118.27281739700,36.94074560810,2080,78,84,-9
CCV,-120.03835452200,35.49424576270,2080,103,87,24
CCV,-118.66445172600,35.54689921980,2080,106,80,29
CCV,-118.75028654600,34.78438770020,2080,99,84,40
CCV,-119.47165641900,36.80449753220,2080,113,87,50
CCV,-121.79327984200,39.07817062810,2080,112,92,51
CCV,-118.05474788600,36.25353567060,2080,70,76,-2
CCV,-121.00382194600,35.99713832260,2080,111,96,25
CCV,-120.33891056500,45.82740716780,2080,33,70,-15
CCV,-118.41552007900,35.84303437050,2080,76,78,8
CCV,-119.14433233900,36.39837750090,2080,118,84,51
CCV,-119.17318681800,36.20782715860,2080,117,83,47
CCV,-121.07480256200,37.70285368580,2080,114,89,54
CCV,-120.00021917100,36.91412754710,2080,110,84,45
CCV,-120.44265078800,37.46416467740,2080,110,86,50
CCV,-120.99918185400,45.78371230520,2080,30,81,-20
CCV,-122.48088097600,39.01639032170,2080,91,93,24
CCV,-121.57688939900,38.85341374680,2080,113,91,56
CCV,-119.61773730500,36.68759974990,2080,112,85,50
CCV,-119.13337067300,34.84755143810,2080,73,85,20
CCV,-118.79471216000,35.95005031290,2080,113,82,37
CCV,-120.88262744400,36.23443810800,2080,111,96,23
CCV,-121.31055112600,37.56403769200,2080,110,90,48
CCV,-120.53024289400,40.36968909530,2080,39,79,-30
CCV,-118.28461850800,37.07278216120,2080,67,79,-21
CCV,-120.97096152900,45.70632788990,2080,32,79,-18
CCV,-118.74758823000,35.60619283090,2080,103,80,28
CCV,-118.64338850500,35.40723582630,2080,94,78,25
CCV,-121.25572717700,38.19444507200,2080,110,89,53
CCV,-119.78891123200,36.45291994630,2080,112,86,48
CCV,-121.66255254600,39.23519333190,2080,114,90,53
CCV,-117.94070185200,34.54313502990,2080,104,92,27
CCV,-119.93517882000,37.44730271580,2080,99,87,31
CCV,-120.99184796500,37.81627700060,2080,113,88,56
CCV,-118.92056460800,34.91742433310,2080,110,83,41
CCV,-122.62846011900,39.00142056970,2080,90,94,20
CCV,-121.55723817500,37.58570157110,2080,106,87,48
CCV,-121.27855866200,38.62627968500,2080,115,93,61
CCV,-122.10283703600,38.26406246480,2080,115,97,53
CCV,-118.84619815900,36.39563358840,2080,85,83,16
CCV,-121.18701969700,45.61893945010,2080,62,93,8
CCV,-119.74979347000,37.09656687420,2080,108,86,43
CCV,-118.18048722000,36.17235613710,2080,31,69,-28
CCV,-119.29898008100,36.32473074080,2080,115,84,50
CCV,-120.48837840600,36.47222296860,2080,104,84,26
CCV,-121.47523413200,37.42603922260,2080,100,86,43
CCV,-120.27706969700,35.51300089110,2080,108,91,24
CCV,-121.77727455300,37.62333245090,2080,115,94,53
CCV,-121.89247440700,38.39259829080,2080,111,100,51
CCV,-120.61361780800,35.70415866100,2080,116,102,28
CCV,-121.58672389900,37.73400222460,2080,111,93,48
CCV,-121.83411951900,38.27235869570,2080,112,101,54
CCV,-120.95178068300,38.03535041030,2080,112,87,54
CCV,-118.62806334700,36.99370620520,2080,32,74,-32
CCV,-121.37371982500,38.81444105010,2080,114,91,60
CCV,-119.68478290500,36.47624017600,2080,111,86,47
CCV,-120.31433586400,46.11589872200,2080,31,70,-19
CCV,-122.32705119600,39.34876707660,2080,108,96,40
CCV,-119.81923209700,35.38874889290,2080,101,86,25
CCV,-119.80523639700,36.96365421700,2080,112,85,47
CCV,-122.59503611600,38.97975732970,2080,92,95,18
CCV,-119.99445334100,35.22016576290,2080,108,90,31
CCV,-118.25834531600,35.38528574660,2080,64,75,4
CCV,-119.39124406000,34.63651914010,2080,82,89,26
CCV,-119.99549723900,35.38391674750,2080,104,88,26
CCV,-120.54801710500,46.49552478980,2080,35,67,-23
CCV,-121.35971626200,38.73296337510,2080,114,93,61
CCV,-121.13740277800,36.63454732600,2080,109,89,29
CCV,-120.49131863300,37.92017123600,2080,104,86,37
CCV,-121.08787906200,36.44996540800,2080,111,91,25
CCV,-118.23560161500,36.74159444000,2080,62,80,-16
CCV,-118.54908337200,34.98349274100,2080,77,79,20
CCV,-118.08062509300,35.54751471920,2080,63,74,1
CCV,-119.48776346200,35.28069836090,2080,109,84,34
CCV,-119.86054924800,34.76026399980,2080,105,93,39
CCV,-120.22828991400,37.13728369640,2080,111,87,46
CCV,-121.07026687100,37.44128709510,2080,114,91,50
CCV,-119.08647982800,34.75508233430,2080,75,87,23
CCV,-121.91076035000,39.54655426500,2080,111,89,48
CCV,-121.74238049100,38.49878437090,2080,110,96,54
CCV,-120.80717540300,36.22564081820,2080,97,88,11
CCV,-120.62173412900,40.34745973850,2080,33,77,-35
CCV,-121.57380948100,37.10819311290,2080,118,94,48
CCV,-121.55889547000,37.68179290710,2080,110,89,48
CCV,-122.16643174200,39.40960208580,2080,110,91,46
CCV,-120.23465916700,47.63021380610,2080,30,71,-18
CCV,-120.75160627300,46.69755265230,2080,22,72,-33
CCV,-118.09525172300,36.57838327610,2080,75,84,-5
CCV,-121.88050454900,39.17903542450,2080,110,91,48
CCV,-122.01397382000,38.20424006180,2080,114,98,55
CCV,-121.92819861600,39.61219560380,2080,111,89,48
CCV,-120.15781278500,37.08998744320,2080,110,86,45
CCV,-121.66800023200,38.22137817290,2080,110,96,52
CCV,-111.37733933300,35.91617278280,2080,64,87,-19
CCV,-120.81131445100,36.50613792660,2080,103,86,21
CCV,-120.76803583000,45.66126312570,2080,46,79,-5
CCV,-119.83592075500,35.51383185670,2080,112,87,30
CCV,-120.56906119500,37.52898074770,2080,112,89,54
CCV,-120.93265792200,36.85928404920,2080,109,88,37
CCV,-119.86770226700,34.79857364140,2080,107,93,39
CCV,-119.09108592600,36.21698465620,2080,118,83,47
CCV,-119.63417859100,39.00274638770,2080,38,69,-46
CCV,-121.35609955800,38.48932237640,2080,113,92,60
CCV,-118.21995181800,34.26843445090,2080,111,89,45
CCV,-121.43235007700,37.08321172830,2080,107,89,40
CCV,-119.44164232800,36.84376865990,2080,112,85,49
CCV,-118.65883493800,36.95197935100,2080,55,78,-15
CCV,-121.14289390200,38.42034026750,2080,113,90,58
CCV,-119.87124042400,35.30528283770,2080,105,88,27
CCV,-120.30654593400,37.39365488820,2080,110,87,47
CCV,-119.52436200400,36.52506648400,2080,112,86,48
CCV,-122.52187091000,39.11098754940,2080,92,95,20
CCV,-121.55242235900,38.44232212950,2080,110,93,55
CCV,-122.52741304500,39.41358938330,2080,100,99,25
CCV,-121.78010864200,38.10777171250,2080,111,95,52
CCV,-121.37844389300,38.62842045420,2080,115,95,62
CCV,-120.82553934400,36.55651202110,2080,105,87,24
CCV,-121.39292795400,39.09921949520,2080,110,94,52
CCV,-121.20141548600,37.78764912030,2080,113,90,54
CCV,-121.33575059000,36.53695714940,2080,115,91,36
CCV,-122.07749958700,38.30231476630,2080,113,96,52
CCV,-121.63415420800,38.57835101180,2080,111,93,55
CCV,-120.52543071100,37.97075181600,2080,106,85,39
CCV,-122.51866567700,39.76031162250,2080,105,91,37
CCV,-120.39141098300,47.07151985350,2080,9,66,-44
CCV,-122.14024565000,39.64418677120,2080,112,88,49
CCV,-120.64667005000,46.19448770010,2080,26,75,-25
CCV,-119.46432396300,34.75779626440,2080,85,89,28
CCV,-118.55428804700,37.31090578330,2080,37,76,-37
CCV,-120.88473692900,38.53713762790,2080,109,94,47
CCV,-120.80536662200,36.63499220650,2080,102,85,23
CCV,-122.07065075700,39.27166909330,2080,109,92,45
CCV,-118.59699365700,35.92420055250,2080,49,77,-9
CCV,-119.20442235700,34.99037786710,2080,116,87,43
CCV,-121.13661193600,38.13546258570,2080,112,87,54
CCV,-118.51656240600,34.76882593410,2080,108,91,45
CCV,-121.14005603300,36.56095906150,2080,108,88,26
CCV,-121.95007872600,37.96133706610,2080,116,94,59
CCV,-118.39003332800,35.49787776940,2080,50,77,-8
CCV,-121.16917900300,36.72904416450,2080,108,88,31
CCV,-122.30985341500,39.63700917460,2080,111,89,47
CCV,-119.30218413800,34.66353972270,2080,85,89,29
CCV,-120.61572719100,46.39693061290,2080,40,74,-16
CCV,-119.54919607400,36.81772716290,2080,113,86,51
CCV,-120.37278470200,45.76101009950,2080,52,72,3
CCV,-119.63683815900,36.63846942170,2080,112,85,50
CCV,-120.39978205200,35.83729786060,2080,107,90,22
CCV,-120.33274145100,45.87738818050,2080,33,70,-15
CCV,-120.79366393000,36.67662152840,2080,99,84,22
CCV,-118.70924987500,35.44227603090,2080,103,79,30
CCV,-121.55297451300,38.79045751730,2080,113,91,56
CCV,-117.46825582100,34.42920974650,2080,95,82,22
CCV,-121.92759462300,38.87564568730,2080,111,94,47
CCV,-118.07411037900,34.28018784170,2080,75,88,11
CCV,-120.78861109300,36.47137197980,2080,99,86,17
CCV,-121.03287460700,37.42526824740,2080,112,91,49
CCV,-120.40193346300,35.61028521140,2080,110,94,24
CCV,-121.19751283400,37.23176140760,2080,108,91,42
CCV,-118.56324610500,35.53338726950,2080,58,78,0
CCV,-120.62250257900,46.60242266650,2080,28,68,-29
CCV,-120.23140741100,35.47883652600,2080,111,91,25
CCV,-118.73387666500,34.95923749920,2080,87,81,29
CCV,-118.49150349600,35.81362442130,2080,77,79,10
CCV,-120.45251292400,36.36977538880,2080,107,87,29
CCV,-119.43569161200,34.87485514750,2080,94,89,31
CCV,-119.22545772700,36.75490155140,2080,109,84,47
CCV,-122.13749356400,39.32578018390,2080,110,92,46
CCV,-119.21071302800,38.48005592640,2080,11,65,-68
CCV,-118.80758392000,35.58763556200,2080,107,79,32
CCV,-119.35645187100,34.98171691410,2080,111,89,40
CCV,-122.29874189000,39.57217084910,2080,110,91,46
CCV,-121.22960671600,38.47504567560,2080,113,92,59
CCV,-121.63681946200,38.30927235650,2080,109,95,53
CCV,-118.53197206700,36.07633928640,2080,43,76,-16
CCV,-118.17079104000,34.49123964320,2080,104,85,34
CCV,-120.42481255200,35.56824970210,2080,110,93,23
CCV,-122.43275749000,39.76852641650,2080,106,88,40
CCV,-118.29712568100,37.37534661070,2080,59,73,-33
CCV,-122.14029973900,39.43078770230,2080,110,91,46
CCV,-121.22840582600,38.37134235950,2080,112,90,57
CCV,-118.57979870900,37.36455276720,2080,52,80,-29
CCV,-121.17015496700,37.78910663840,2080,113,89,54
CCV,-119.03193543800,36.17156800820,2080,118,82,46
CCV,-120.76062383200,36.47877791170,2080,103,87,21
CCV,-122.07501035000,39.01000313470,2080,109,96,41
CCV,-119.74249410300,39.12505046980,2080,45,76,-39
CCV,-119.23733902300,36.61516573350,2080,115,85,49
CCV,-121.79168880900,37.48598674080,2080,113,91,54
CCV,-119.90996062500,36.97628558800,2080,110,85,46
CCV,-120.37285940100,46.17294873110,2080,31,70,-20
CCV,-118.23611774300,36.77679629470,2080,69,84,-12
CCV,-122.33693958200,39.36885356370,2080,107,95,39
CCV,-118.68147612800,35.46644695870,2080,95,79,25
CCV,-119.68841378300,35.23880607760,2080,100,87,28
CCV,-118.02578232100,35.80335139680,2080,60,71,-4
CCV,-120.76290554400,36.46427788450,2080,101,86,19
CCV,-119.36954532400,36.31404564720,2080,114,85,49
CCV,-119.22433959000,36.12443257480,2080,116,83,46
CCV,-117.75207821000,36.30793079770,2080,69,71,-5
CCV,-120.36639816300,37.31877889310,2080,112,89,49
CCV,-120.83236525900,36.64402588530,2080,104,85,25
CCV,-118.22982425300,35.17215132200,2080,73,76,13
CCV,-122.29576484400,38.76020164620,2080,107,97,38
CCV,-118.65984450700,36.44548000070,2080,45,78,-15
CCV,-118.12729524700,35.72269793230,2080,102,82,23
CCV,-120.32410995800,37.38252991230,2080,111,86,48
CCV,-118.08475614200,35.62561156860,2080,46,72,-13
CCV,-119.55957057900,36.39930239150,2080,111,86,46
CCV,-122.12827626400,38.32028639980,2080,114,97,51
CCV,-121.95596409300,38.51894180190,2080,113,99,51
CCV,-121.87440487600,39.30680690330,2080,111,91,50
CCV,-121.43197600900,37.68697350070,2080,111,91,48
CCV,-122.10735921200,38.60206620110,2080,107,95,46
CCV,-120.53797413500,46.04239160320,2080,25,73,-24
CCV,-121.88321738600,38.24191566850,2080,113,101,56
CCV,-118.08524569700,35.89452573580,2080,33,70,-27
CCV,-118.26887385400,35.47852503220,2080,75,75,11
CCV,-117.98137070500,35.63511459620,2080,86,73,18
CCV,-118.24223003600,34.32937943070,2080,107,87,41
CCV,-117.59713079400,34.44187621670,2080,90,84,19
CCV,-120.40372676400,37.30276229180,2080,111,87,49
CCV,-119.61796076100,36.38174556890,2080,110,86,45
CCV,-118.24594058800,35.52681434420,2080,92,77,21
CCV,-122.09327639200,38.73865090550,2080,107,96,41
CCV,-119.03597136800,34.56725355410,2080,107,91,45
CCV,-118.00076483800,36.08182578650,2080,74,76,4
CCV,-117.67041878400,34.47380431540,2080,96,85,23
CCV,-118.71681872700,35.55931149250,2080,99,80,26
CCV,-120.23884561800,37.28712758800,2080,111,86,47
CCV,-121.02622227300,37.20461787830,2080,113,94,49
CCV,-118.03092632100,36.66190156730,2080,86,84,1
CCV,-119.10942664700,36.38448410690,2080,119,84,52
CCV,-118.45913228300,34.79939748720,2080,108,90,41
CCV,-120.19707158900,37.51916433060,2080,104,85,37
CCV,-120.46935479500,35.62078557900,2080,110,93,23
CCV,-121.86399488400,38.33776570230,2080,111,99,53
CCV,-119.86123208300,36.79704791280,2080,112,84,49
CCV,-121.81584683700,38.40348959280,2080,111,99,52
CCV,-121.46395325200,37.48980417200,2080,99,85,42
CCV,-120.87999530500,45.63393520710,2080,49,82,-5
CCV,-118.11153491500,34.38042496060,2080,81,87,18
CCV,-122.50707204600,39.38764878920,2080,100,99,25
CCV,-121.97663707100,38.80458841560,2080,110,96,45
CCV,-121.56640284600,38.69073830900,2080,113,92,57
CCV,-120.31079834800,36.99577977660,2080,111,87,46
CCV,-121.12124100600,45.65761689550,2080,51,90,-2
CCV,-121.41445702200,37.46584142350,2080,99,85,42
CCV,-121.00712082200,38.06866555620,2080,112,87,55
CCV,-118.20409194000,35.80365410980,2080,75,75,8
CCV,-121.05491717900,37.74305707580,2080,114,90,55
